cluster,perfil,linhas,atraso_medio,prop_atrasadas,velocidade_media,tempo_fundao,velocidade_fundao
0,🟡 MODERADAMENTE IRREGULAR,"['485', '616', '913', 'SP635']",5.753729091508113,0.07564306893995551,0.033136471217560935,105.82258034792865,22.815722251027292
1,🟡 MODERADAMENTE IRREGULAR,"['321', '323', '325', '635']",13.380457163269472,0.32941125010935174,0.024800384358763722,104.51284480139743,24.87311178953904
2,🔴 CRONICAMENTE ATRASADO,"['327', '945']",17.8402380952381,0.5416666666666667,0.030627006671674683,42.046875,30.396289942261483
3,🔴 CRONICAMENTE ATRASADO,['486'],27.552083333333332,0.625,0.02080059300047338,51.12291666666667,27.279339164495415
